,Brand,Model ,Generation  ,Modification (Engine) ,Start of production ,Powertrain Architecture ,Body type,Seats ,Doors ,Combined fuel consumption (WLTP) ,CO2 emissions (WLTP),Fuel Type ,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net) ,Maximum speed ,Emission standard ,Weight-to-power ratio ,Weight-to-torque ratio ,Battery voltage ,Battery location ,Electric motor power ,Power ,Power per litre ,Torque ,Engine layout ,Engine Model/Code ,Engine displacement ,Number of cylinders ,Engine configuration ,Cylinder Bore ,Piston Stroke ,Compression ratio ,Number of valves per cylinder ,Fuel injection system ,Engine aspiration ,Valvetrain  ,Engine oil capacity ,Engine oil specification ,Engine systems,Kerb Weight ,Max. weight ,Max load,Trunk (boot) space - minimum ,Fuel tank capacity ,Max. roof load ,Permitted trailer load with brakes (12%) ,Permitted trailer load without brakes ,Permitted towbar download ,Length ,Width ,Height ,Wheelbase ,Front track ,Rear (Back) track ,Ride height (ground clearance) ,Drag coefficient (Cd) ,Minimum turning circle (turning diameter) ,Drivetrain Architecture ,Drive wheel ,Number of gears and type of gearbox ,Front suspension ,Rear suspension ,Front brakes,Rear brakes,Assisting systems,Steering type ,Power steering ,Tires size,Wheel rims size,Battery technology ,Electric motor location ,All-electric range (WLTP),Average Energy consumption (WLTP) ,Electric motor Torque ,Gross battery capacity ,Max speed (electric) ,Recuperation output ,System power ,System torque ,Trunk (boot) space - maximum ,Fuel consumption (economy) - combined,CO2 emissions,Coolant ,End of production ,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - urban ,"CO2 emissions (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - urban (NEDC, WLTP equivalent) ",Front overhang ,Rear overhang ,Width including mirrors ,"Average Energy consumption (NEDC, WLTP equivalent) ",Permitted trailer load with brakes (8%) ,CO2 emissions (NEDC),Fuel consumption (economy) - combined (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - urban (NEDC) ,"All-electric range (NEDC, WLTP equivalent)",All-electric range (NEDC),Average Energy consumption (NEDC) ,Acceleration 0 - 60 mph ,Width with mirrors folded ,Maximum engine speed 
635,BMW,3 Series,3 Series Sedan (E36),320i (150 Hp) Automatic ,1994 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,8 sec ,8 sec ,7.6 sec ,"210 km/h
						130.49 mph",,"8.4 kg/Hp, 119 Hp/tonne ","6.6 kg/Nm, 150.8 Nm/tonne ",,,,150 Hp @ 5900 rpm. ,75.3 Hp/l ,"190 Nm @ 4200 rpm.
						140.14 lb.-ft. @ 4200 rpm.","Front, Longitudinal ",M52B20 ,"1991 cm3
121.5 cu. in.",6 ,Inline ,"80 mm
					3.15 in.","66 mm
					2.6 in.",,4 ,Multi-point indirect injection ,Naturally aspirated engine ,,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,,"1260 kg
					2777.82 lbs.","1950 kg
					4299.01 lbs.","690 kg
					1521.19 lbs.",,"67 l
						17.7 US gal | 14.74 UK gal",,,,,"4352 mm
					171.34 in.","1843 mm
					72.56 in.","1568 mm
					61.73 in.","3521 mm
					138.62 in.","1835 mm
					72.24 in.","1840 mm
					72.44 in.",,,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"5 gears, automatic transmission ",Independent type McPherson ,Independent coil spring ,Disc ,Disc ,ABS (Anti-lock braking system) ,,,,,,,,,,,,,,,,"13 l/100 km
							18.09 US mpg21.73 UK mpg7.69 km/l",,"10.5 l
					11.1 US qt | 9.24 UK qt",1999 year ,"8 l/100 km
							29.4 US mpg35.31 UK mpg12.5 km/l","20 l/100 km
							11.76 US mpg14.12 UK mpg5 km/l",,,,,,,,,,,,,,,,,,,
636,BMW,3 Series,3 Series Sedan (E36),320i (150 Hp) ,1994 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,8 sec ,8 sec ,7.6 sec ,"210 km/h
						130.49 mph",,"8.4 kg/Hp, 119 Hp/tonne ","6.6 kg/Nm, 150.8 Nm/tonne ",,,,150 Hp @ 5900 rpm. ,75.3 Hp/l ,"190 Nm @ 4200 rpm.
						140.14 lb.-ft. @ 4200 rpm.","Front, Longitudinal ",M52B20 ,"1991 cm3
121.5 cu. in.",6 ,Inline ,"80 mm
					3.15 in.","66 mm
					2.6 in.",,4 ,Multi-point indirect injection ,Naturally aspirated engine ,,"6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,,"1260 kg
					2777.82 lbs.","1950 kg
					4299.01 lbs.","690 kg
					1521.19 lbs.","520 l
					18.36 cu. ft.","67 l
						17.7 US gal | 14.74 UK gal",,,,,"4352 mm
					171.34 in.","1843 mm
					72.56 in.","1568 mm
					61.73 in.","3521 mm
					138.62 in.","1835 mm
					72.24 in.","1840 mm
					72.44 in.",,,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"5 gears, manual transmission ",Independent type McPherson ,Independent coil spring ,Disc ,Disc ,ABS (Anti-lock braking system) ,,,,,,,,,,,,,,,"1200 l
					42.38 cu. ft.","13 l/100 km
							18.09 US mpg21.73 UK mpg7.69 km/l",,"10.5 l
					11.1 US qt | 9.24 UK qt",1999 year ,"8 l/100 km
							29.4 US mpg35.31 UK mpg12.5 km/l","20 l/100 km
							11.76 US mpg14.12 UK mpg5 km/l",,,,,,,,,,,,,,,,,,,
637,BMW,3 Series,3 Series Sedan (E36),318tds (90 Hp) ,1995 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,14.4 sec ,14.4 sec ,13.7 sec ,"182 km/h
						113.09 mph",,"14.9 kg/Hp, 67.2 Hp/tonne ","7.1 kg/Nm, 141.8 Nm/tonne ",,,,90 Hp @ 4400 rpm. ,54.1 Hp/l ,"190 Nm @ 2000 rpm.
						140.14 lb.-ft. @ 2000 rpm.","Front, Longitudinal ",M41D17 ,"1665 cm3
101.6 cu. in.",4 ,Inline ,"80 mm
					3.15 in.","82.8 mm
					3.26 in.",22 ,2 ,Diesel - Standard diesel injection (SDI) ,"Turbocharger, Intercooler ",OHC ,"5 l
					5.28 US qt | 4.4 UK qt",Log in to see.,,"1340 kg
					2954.19 lbs.","1810 kg
					3990.37 lbs.","470 kg
					1036.17 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.","110 mm
					4.33 in.",,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"5 gears, manual transmission ",Wishbone ,Coil spring ,Ventilated discs ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,"6.5 l/100 km
							36.19 US mpg43.46 UK mpg15.38 km/l",,"7.5 l
					7.93 US qt | 6.6 UK qt",2000 year ,"5.2 l/100 km
							45.23 US mpg54.32 UK mpg19.23 km/l","8.8 l/100 km
							26.73 US mpg32.1 UK mpg11.36 km/l",,,,,,,,,,,,,,,,,,,
638,BMW,3 Series,3 Series Sedan (E36),318is (140 Hp) Automatic ,1991 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,11.6 sec ,11.6 sec ,11 sec ,"207 km/h
						128.62 mph",,"8.9 kg/Hp, 112.9 Hp/tonne ","7.1 kg/Nm, 141.1 Nm/tonne ",,,,140 Hp @ 6000 rpm. ,78 Hp/l ,"175 Nm @ 4500 rpm.
						129.07 lb.-ft. @ 4500 rpm.","Front, Longitudinal ",M42B18 ,"1796 cm3
109.6 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","81 mm
					3.19 in.",10 ,4 ,Multi-point indirect injection ,Naturally aspirated engine ,DOHC ,"5 l
					5.28 US qt | 4.4 UK qt",Log in to see.,,"1240 kg
					2733.73 lbs.","1700 kg
					3747.86 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.","110 mm
					4.33 in.",,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"4 gears, automatic transmission ",Wishbone ,Coil spring ,Ventilated discs ,Disc ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,,,"6.5 l
					6.87 US qt | 5.72 UK qt",1996 year ,"6.4 l/100 km
							36.75 US mpg44.14 UK mpg15.63 km/l","7.7 l/100 km
							30.55 US mpg36.69 UK mpg12.99 km/l",,,,,,,,,,,,,,,,,,,
639,BMW,3 Series,3 Series Sedan (E36),318is (140 Hp) ,1991 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,10.2 sec ,10.2 sec ,9.7 sec ,"213 km/h
						132.35 mph",,"8.9 kg/Hp, 112.9 Hp/tonne ","7.1 kg/Nm, 141.1 Nm/tonne ",,,,140 Hp @ 6000 rpm. ,78 Hp/l ,"175 Nm @ 4500 rpm.
						129.07 lb.-ft. @ 4500 rpm.","Front, Longitudinal ",M42B18 ,"1796 cm3
109.6 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","81 mm
					3.19 in.",10 ,4 ,Multi-point indirect injection ,Naturally aspirated engine ,DOHC ,"5 l
					5.28 US qt | 4.4 UK qt",Log in to see.,,"1240 kg
					2733.73 lbs.","1700 kg
					3747.86 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.","110 mm
					4.33 in.",,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"5 gears, manual transmission ",Wishbone ,Coil spring ,Ventilated discs ,Disc ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,,,"6.5 l
					6.87 US qt | 5.72 UK qt",1996 year ,"6.4 l/100 km
							36.75 US mpg44.14 UK mpg15.63 km/l","7.7 l/100 km
							30.55 US mpg36.69 UK mpg12.99 km/l",,,,,,,,,,,,,,,,,,,
640,BMW,3 Series,3 Series Sedan (E36),318i (115 Hp) Automatic ,1993 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,11.3 sec ,11.3 sec ,10.7 sec ,"201 km/h
						124.9 mph",,"10.5 kg/Hp, 95.4 Hp/tonne ","7.2 kg/Nm, 139.4 Nm/tonne ",,,,115 Hp @ 5500 rpm. ,64 Hp/l ,"168 Nm @ 3900 rpm.
						123.91 lb.-ft. @ 3900 rpm.","Front, Longitudinal ",M43B18 ,"1796 cm3
109.6 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","81 mm
					3.19 in.",9.7 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,OHC ,"4 l
					4.23 US qt | 3.52 UK qt",Log in to see.,,"1205 kg
					2656.57 lbs.","1665 kg
					3670.7 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.","110 mm
					4.33 in.",,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"4 gears, automatic transmission ",Wishbone ,Coil spring ,Ventilated discs ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,"7.6 l/100 km
							30.95 US mpg37.17 UK mpg13.16 km/l",,"6.5 l
					6.87 US qt | 5.72 UK qt",1999 year ,,,,,,,,,,,,,,,,,,,,,
641,BMW,3 Series,3 Series Sedan (E36),318i (115 Hp) ,1993 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,11.3 sec ,11.3 sec ,10.7 sec ,"201 km/h
						124.9 mph",,"10.5 kg/Hp, 95.4 Hp/tonne ","7.2 kg/Nm, 139.4 Nm/tonne ",,,,115 Hp @ 5500 rpm. ,64 Hp/l ,"168 Nm @ 3900 rpm.
						123.91 lb.-ft. @ 3900 rpm.","Front, Longitudinal ",M43B18 ,"1796 cm3
109.6 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","81 mm
					3.19 in.",9.7 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,OHC ,"4 l
					4.23 US qt | 3.52 UK qt",Log in to see.,,"1205 kg
					2656.57 lbs.","1665 kg
					3670.7 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.","110 mm
					4.33 in.",,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"5 gears, manual transmission ",Wishbone ,Coil spring ,Ventilated discs ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,"7.6 l/100 km
							30.95 US mpg37.17 UK mpg13.16 km/l",,"6.5 l
					6.87 US qt | 5.72 UK qt",1999 year ,"6 l/100 km
							39.2 US mpg47.08 UK mpg16.67 km/l","10 l/100 km
							23.52 US mpg28.25 UK mpg10 km/l",,,,,,,,,,,,,,,,,,,
642,BMW,3 Series,3 Series Sedan (E36),318i (113 Hp) Automatic ,1990 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,12.8 sec ,12.8 sec ,12.2 sec ,"198 km/h
						123.03 mph",,"10.7 kg/Hp, 93.8 Hp/tonne ","7.4 kg/Nm, 134.4 Nm/tonne ",,,,113 Hp @ 5500 rpm. ,62.9 Hp/l ,"162 Nm @ 4250 rpm.
						119.49 lb.-ft. @ 4250 rpm.","Front, Longitudinal ",M40B18 ,"1796 cm3
109.6 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","81 mm
					3.19 in.",8.8 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,,"4 l
					4.23 US qt | 3.52 UK qt",Log in to see.,,"1205 kg
					2656.57 lbs.","1665 kg
					3670.7 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","68 l
						17.96 US gal | 14.96 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.","145 mm
					5.71 in.",,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"4 gears, automatic transmission ",Wishbone ,Coil spring ,Disc ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,"8.1 l/100 km
							29.04 US mpg34.87 UK mpg12.35 km/l",,"6.5 l
					6.87 US qt | 5.72 UK qt",1993 year ,"6.6 l/100 km
							35.64 US mpg42.8 UK mpg15.15 km/l","11.2 l/100 km
							21 US mpg25.22 UK mpg8.93 km/l",,,,,,,,,,,,,,,,,,,
643,BMW,3 Series,3 Series Sedan (E36),318i (113 Hp) ,1990 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,11.5 sec ,11.5 sec ,10.9 sec ,"198 km/h
						123.03 mph",,"10.7 kg/Hp, 93.8 Hp/tonne ","7.4 kg/Nm, 134.4 Nm/tonne ",,,,113 Hp @ 5500 rpm. ,62.9 Hp/l ,"162 Nm @ 4250 rpm.
						119.49 lb.-ft. @ 4250 rpm.","Front, Longitudinal ",M40B18 ,"1796 cm3
109.6 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","81 mm
					3.19 in.",8.8 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,,"4 l
					4.23 US qt | 3.52 UK qt",Log in to see.,,"1205 kg
					2656.57 lbs.","1665 kg
					3670.7 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","68 l
						17.96 US gal | 14.96 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.","145 mm
					5.71 in.",,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"5 gears, manual transmission ",Wishbone ,Coil spring ,Disc ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,"7.8 l/100 km
							30.16 US mpg36.22 UK mpg12.82 km/l",,"6.5 l
					6.87 US qt | 5.72 UK qt",1993 year ,"6.4 l/100 km
							36.75 US mpg44.14 UK mpg15.63 km/l","10.6 l/100 km
							22.19 US mpg26.65 UK mpg9.43 km/l",,,,,,,,,,,,,,,,,,,
644,BMW,3 Series,3 Series Sedan (E36),316i (102 Hp) Automatic ,1993 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,12.7 sec ,12.7 sec ,12.1 sec ,"196 km/h
						121.79 mph",Euro 2 ,"11.7 kg/Hp, 85.7 Hp/tonne ","7.9 kg/Nm, 126.1 Nm/tonne ",,,,102 Hp @ 5500 rpm. ,63.9 Hp/l ,"150 Nm @ 3900 rpm.
						110.63 lb.-ft. @ 3900 rpm.","Front, Longitudinal ",M43B16 ,"1596 cm3
97.39 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","72 mm
					2.83 in.",9.7 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,OHC ,"4 l
					4.23 US qt | 3.52 UK qt",Log in to see.,,"1190 kg
					2623.5 lbs.","1650 kg
					3637.63 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.",,,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"4 gears, automatic transmission ",Independent type McPherson ,Coil spring ,Ventilated discs ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R 15 ,7J x 15 ,,,,,,,,,,,,"7.4 l/100 km
							31.79 US mpg38.17 UK mpg13.51 km/l",,"6.5 l
					6.87 US qt | 5.72 UK qt",1999 year ,"6.8 l/100 km
							34.59 US mpg41.54 UK mpg14.71 km/l","10.4 l/100 km
							22.62 US mpg27.16 UK mpg9.62 km/l",,,,,,,,,,,,,,,,,,,
645,BMW,3 Series,3 Series Sedan (E36),316i (102 Hp) ,1993 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,12.7 sec ,12.7 sec ,12.1 sec ,"196 km/h
						121.79 mph",Euro 2 ,"11.7 kg/Hp, 85.7 Hp/tonne ","7.9 kg/Nm, 126.1 Nm/tonne ",,,,102 Hp @ 5500 rpm. ,63.9 Hp/l ,"150 Nm @ 3900 rpm.
						110.63 lb.-ft. @ 3900 rpm.","Front, Longitudinal ",M43B16 ,"1596 cm3
97.39 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","72 mm
					2.83 in.",9.7 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,OHC ,"4 l
					4.23 US qt | 3.52 UK qt",Log in to see.,,"1190 kg
					2623.5 lbs.","1650 kg
					3637.63 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.",,,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"5 gears, manual transmission ",Independent type McPherson ,Coil spring ,Ventilated discs ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,7j x 15 ,,,,,,,,,,,,"7.4 l/100 km
							31.79 US mpg38.17 UK mpg13.51 km/l",,"6.5 l
					6.87 US qt | 5.72 UK qt",1999 year ,"6.8 l/100 km
							34.59 US mpg41.54 UK mpg14.71 km/l","10.4 l/100 km
							22.62 US mpg27.16 UK mpg9.62 km/l",,,,,,,,,,,,,,,,,,,
646,BMW,3 Series,3 Series Sedan (E36),316i (99 Hp) Automatic ,1990 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,15 sec ,15 sec ,14.3 sec ,"189 km/h
						117.44 mph",,"12.2 kg/Hp, 82.2 Hp/tonne ","8.5 kg/Nm, 117 Nm/tonne ",,,,99 Hp @ 5500 rpm. ,62 Hp/l ,"141 Nm @ 4250 rpm.
						104 lb.-ft. @ 4250 rpm.","Front, Longitudinal ",M40B16 ,"1596 cm3
97.39 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","72 mm
					2.83 in.",9.1 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,OHC ,"4 l
					4.23 US qt | 3.52 UK qt",Log in to see.,,"1205 kg
					2656.57 lbs.","1665 kg
					3670.7 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.",,,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"4 gears, automatic transmission ",Wishbone ,Coil spring ,Disc ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,"7.8 l/100 km
							30.16 US mpg36.22 UK mpg12.82 km/l",,"6.5 l
					6.87 US qt | 5.72 UK qt",1993 year ,"6.3 l/100 km
							37.34 US mpg44.84 UK mpg15.87 km/l","11 l/100 km
							21.38 US mpg25.68 UK mpg9.09 km/l",,,,,,,,,,,,,,,,,,,
647,BMW,3 Series,3 Series Sedan (E36),316i (99 Hp) ,1990 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,13.1 sec ,13.1 sec ,12.4 sec ,"191 km/h
						118.68 mph",,"12.2 kg/Hp, 82.2 Hp/tonne ","8.5 kg/Nm, 117 Nm/tonne ",,,,99 Hp @ 5500 rpm. ,62 Hp/l ,"141 Nm @ 4250 rpm.
						104 lb.-ft. @ 4250 rpm.","Front, Longitudinal ",M40B16 ,"1596 cm3
97.39 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","72 mm
					2.83 in.",9.1 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,OHC ,"4 l
					4.23 US qt | 3.52 UK qt",Log in to see.,,"1205 kg
					2656.57 lbs.","1665 kg
					3670.7 lbs.","460 kg
					1014.13 lbs.","435 l
					15.36 cu. ft.","65 l
						17.17 US gal | 14.3 UK gal",,,,,"4433 mm
					174.53 in.","1698 mm
					66.85 in.","1393 mm
					54.84 in.","2700 mm
					106.3 in.","1418 mm
					55.83 in.","1431 mm
					56.34 in.",,,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"5 gears, manual transmission ",Wishbone ,Coil spring ,Disc ,Drum ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Hydraulic Steering ,185/65 R15 ,15 ,,,,,,,,,,,,"7.5 l/100 km
							31.36 US mpg37.66 UK mpg13.33 km/l",,"6.5 l
					6.87 US qt | 5.72 UK qt",1993 year ,"6.1 l/100 km
							38.56 US mpg46.31 UK mpg16.39 km/l","10.2 l/100 km
							23.06 US mpg27.69 UK mpg9.8 km/l",,,,,,,,,,,,,,,,,,,
648,BMW,3 Series,"3 Series Touring (E30, facelift 1987)",325ix (170 Hp) Automatic ,1988 year ,Internal Combustion engine ,Station wagon (estate) ,5 ,5 ,,,Petrol (Gasoline) ,11.7 sec ,11.7 sec ,11.1 sec ,"206 km/h
						128 mph",,"7.9 kg/Hp, 125.9 Hp/tonne ","6.1 kg/Nm, 164.4 Nm/tonne ",,,,170 Hp @ 5800 rpm. ,68.2 Hp/l ,"222 Nm @ 4300 rpm.
						163.74 lb.-ft. @ 4300 rpm.","Front, Longitudinal ",M20B25 ,"2494 cm3
152.19 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","75 mm
					2.95 in.",8.8 ,2 ,Multi-point indirect injection ,Naturally aspirated engine ,,"4.25 l
					4.49 US qt | 3.74 UK qt",Log in to see.,,"1350 kg
					2976.24 lbs.","1810 kg
					3990.37 lbs.","460 kg
					1014.13 lbs.","370 l
					13.07 cu. ft.","55 l
						14.53 US gal | 12.1 UK gal",,,,,"4325 mm
					170.28 in.","1645 mm
					64.76 in.","1380 mm
					54.33 in.","2570 mm
					101.18 in.","1405 mm
					55.31 in.","1415 mm
					55.71 in.",,,,,All wheel drive (4x4) ,"4 gears, automatic transmission ",Coil spring ,Coil spring ,Disc ,Disc ,ABS (Anti-lock braking system) ,,Hydraulic Steering ,195/65 VR14 ,14 ,,,,,,,,,,,"1125 l
					39.73 cu. ft.","9.9 l/100 km
							23.76 US mpg28.53 UK mpg10.1 km/l",,"10.5 l
					11.1 US qt | 9.24 UK qt",1993 year ,"7.9 l/100 km
							29.77 US mpg35.76 UK mpg12.66 km/l","13.5 l/100 km
							17.42 US mpg20.92 UK mpg7.41 km/l",,,,,,,,,,,,,,,,,,,
